gene_id
100287102
653635
102466751
107985730
100302278
645520
100996442
729737
102725121
102723897
102465909
107985721
112268260
729759
100132287
105378947
113219467
81399
100133331
107984841
107984847
107984849
100288069
105378580
400728
79854
643837
107984850
284593
284600
100130417
107985728
148398
26155
339451
84069
84808
57801
9636
375790
100288175
112267874
105378948
401934
54991
254099
406984
406983
554210
100506376
254173
8784
7293
51150
126792
388581
118424
101928895
6339
116983
102465434
109623456
126789
54973
102465435
80772
83756
1855
102466740
54587
54998
81669
148413
55052
107984868
441869
105378585
643965
102724312
107985729
64856
219293
83858
55210
339453
29101
643988
105378586
142678
8510
984
728661
8511
728642
9906
112268218
65220
2782
105378949
163688
339456
85452
107984872
105378589
2563
105378590
105378591
5590
100506504
199990
112268219
105378593
6497
79906
100129534
11079
5192
9651
55229
388585
115110
8764
100996583
127281
79258
105378597
100287898
105378598
140625
440556
63976
100422968
105378606
107984909
105378605
105378604
27237
1953
105378608
693135
105378607
127262
49856
7161
105378610
57212
148870
388588
57470
9731
1677
107984910
339448
100133612
105376672
284661
55966
105376680
102724429
105376681
105376682
100616421
261734
8514
26038
105376687
6146
107985733
102724450
388591
23463
148645
390992
387509
11332
54626
83715
8718
57449
79707
80835
107984912
3104
9903
107984913
148479
90326
55735
110841581
23261
101928836
105376691
105376689
9341
8863
10911
3604
11315
54206
107984915
105376695
50651
473
102724552
106632271
2023
102465436
100505975
112268261
765
155184
6518
80045
106614088
407040
102724571
9563
80176
100506022
84275
199953
107985734
5293
644997
101929074
22883
56998
105376717
84328
64802
113391335
100847055
116362
10277
23095
105376725
5226
100526739
378708
1325
1676
5195
54897
148345
23435
10747
6723
5394
105376736
2475
100873935
10218
29914
105376737
105376739
105376740
57540
112268221
101929181
26232
93611
26270
10459
374946
57085
284498
102724659
4524
1185
100379251
4878
4879
26829
90231
5351
9927
60672
102466982
943
102465836
7133
55187
677885
105376744
9249
102466722
343066
126767
93190
390999
65121
440560
343069
65122
400735
343071
441871
440561
101929983
441873
649324
645354
645359
343070
400736
343068
391002
645382
653619
729528
645425
126755
107984918
10630
107984919
105378612
7799
23254
107985468
105376762
105376759
107985469
200197
55092
727684
114827
101927417
101927441
79180
11330
63036
105376767
51032
842
23341
107397391
79814
84301
6248
23207
284723
110806303
388595
54751
440567
729614
23013
7709
149563
27129
1187
1188
348487
1969
101927479
128272
101927546
79363
54455
26099
374955
55707
107984921
114819
26871
100132147
7195
55672
105376794
84809
11209
107985736
26869
284729
6060
11223
112267871
7193
105376805
791226
26870
9696
4237
105376806
23400
6390
11240
400743
29943
51702
100616188
23569
353238
55920
55160
81569
84966
105376814
127707
5081
80834
8659
100616120
100302276
126917
105376815
23352
101927895
23065
51154
246181
22977
100506730
8574
54896
832
105376819
105376817
105378614
440574
100532736
644068
4681
3362
255104
105376823
23252
30814
5320
5322
64600
391013
127733
101928017
105376825
105376826
127731
339505
55450
79594
163933
978
65018
102464833
100861548
1650
57576
400745
112268222
50809
8672
105376830
105376829
100302155
1889
100506801
84224
249
105376834
5909
84196
401944
3339
10136
101928043
29092
112268223
998
54361
105376845
105376850
105376856
9923
2046
712
2048
100616391
100422914
646262
729059
23028
100422866
7798
3352
100996511
10236
80818
148898
6920
55616
1870
101928163
105376859
3399
107984928
259283
6135
6924
100506963
57095
105376860
11313
2582
3155
105376861
2517
1269
107984929
100616492
55629
10772
105378615
105376863
107984931
127294
107985737
105376864
58985
163702
105376871
57822
90529
57185
100750325
11123
100506985
400746
10250
25932
105376876
864
102465437
107984932
105376878
25949
57035
105376882
6007
23585
6006
55219
26119
57134
57190
56181
646471
79000
164091
3925
100500808
105376885
5051
101928216
2134
7780
105376910
84676
149420
105376886
79927
110806296
51042
10256
378807
101928303
64793
83442
91544
1043
55057
257101
79727
79947
101928324
3151
6195
100302190
105376888
101928728
8289
55650
84243
2810
54707
63906
10726
8431
126695
388610
115572
101928391
6548
102723760
105376890
23038
84065
644961
84958
9064
8547
388611
2827
10163
105376892
27245
2268
111216282
2537
199870
23673
5511
677774
9473
6118
27293
55113
2140
5724
22826
93974
83667
54797
65979
1104
8420
6080
26768
54952
85028
692212
677838
677825
692073
115273
6883
105378616
26824
10691
51441
4985
2035
399474
6429
51102
10076
101928460
107984933
107984934
101929406
4146
100129196
7805
100616164
105378620
105378621
105378622
400748
9672
9698
692234
692235
692200
107984935
79570
9410
51538
2170
105378623
107985470
347735
105378625
105379772
149086
105378626
64129
3061
553115
107985471
105378628
1307
101929444
576
100423028
90853
8073
10657
55116
100847018
23633
200081
79140
56063
55721
149069
8668
339483
84734
3932
3065
65108
105378629
81629
100128071
55108
728116
653121
102723870
339487
5928
81493
57648
8565
64766
252995
105378631
3208
113452
105378632
127544
204
105378635
113451
112268224
55223
149076
127550
1912
100500853
101929464
7579
114784
105378638
127540
402779
84970
105378642
2709
127534
2707
2701
113444
58512
653160
100506144
9204
79830
105378644
6421
9202
100861513
79932
23154
339488
105378645
5690
105378646
127703
63967
192670
26523
192669
105378647
27285
54936
1296
27095
55700
9967
79729
55194
83931
84967
127700
109616970
107984940
64960
1441
2899
107984942
728431
80149
102465438
64769
100847010
105378649
79753
7802
29889
284654
54955
55143
284656
149175
79693
127687
4520
3633
105378651
10946
2275
51118
5453
107985103
105378653
100500801
105378655
105378654
339442
105378657
107984943
105378660
64121
100527950
26292
105378663
81025
54933
105378662
79647
4725
23499
643314
105378950
353500
192217
728448
8761
101929516
677834
26508
